username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,
DrAttai,6/1/2014 10:15,1,0,@ Neil_Iyengar @ MSKCC_BreastCA poster on obesity and breast cancer # asco14 pic.twitter.com/Mv5XsiC9Er,,@ @,#,4.73106E+17,https://twitter.com/DrAttai/status/473105531196825601,,,,
Novartis,6/1/2014 10:15,0,1,Sneak peek of updates to http://advancedbreastcancercommunity.org right now on our YouTube channel: http://bit.ly/1jqyj9S # advancedBC # ASCO14,,,# #,4.73106E+17,https://twitter.com/Novartis/status/473105509365874688,,,,
Melanoma_doctor,6/1/2014 10:15,0,2,# CombiD trial is dabrafenib w trametinib vs dabrafenib w placebo ( BRAFi/MEKi vs BRAFi/placebo) in BRAF mutant # melanoma # ASCO14,,,# # #,4.73105E+17,https://twitter.com/Melanoma_doctor/status/473105478726471680,,,,
SanofiUS,6/1/2014 10:15,0,0,"MT @ KUhlendorf: # ASCO14:33k scientists, students, patients, co's, advocates, academics, gov researchers, reporters determined 2 beat # cancer",,@,# #,4.73105E+17,https://twitter.com/SanofiUS/status/473105459634012160,,,,
myriadgenetics,6/1/2014 10:15,2,0,Myriad myRisk test & personalized # cancer risk management tool influenced physicians’ treatment decisions in 91% of cases. Pstr 1553 # ASCO14,,,# #,4.73105E+17,https://twitter.com/myriadgenetics/status/473105437345071104,,,,
mtmdphd,6/1/2014 10:14,0,0,Casasnovas # lymsm # ASCO14 - GAINED - GA In NEwly Diagnosed DLBCL <- new trial pic.twitter.com/2WaqPSzNhU,,,# #,4.73105E+17,https://twitter.com/mtmdphd/status/473105414654275584,,,,
teamoncology,6/1/2014 10:14,0,0,@ chimoose Many people spend too much time to tweet. :) # ASCO14,,@,#,4.73105E+17,https://twitter.com/teamoncology/status/473105373914603521,,,,
julearwood,6/1/2014 10:14,0,0,Taking in all the great research @ # ASCO14 wonderful to see the advances in cancer treatments,,@,#,4.73105E+17,https://twitter.com/julearwood/status/473105341530775552,,,,
DKarikios,6/1/2014 10:14,0,0,Delaying ADT in PSA only relapsed prostate cancer may be reasonable but Australian study should provide clearer answer # ASCO14,,,#,4.73105E+17,https://twitter.com/DKarikios/status/473105334127456256,,,,
teamoncology,6/1/2014 10:14,1,0,@ chimoose You do not want waste time in tweeting while you attend the meeting or sacrifice your work. # ASCO14,,@,#,4.73105E+17,https://twitter.com/teamoncology/status/473105309267812352,,,,
jmmrad,6/1/2014 10:14,0,0,"# ASCO14 Garcia-Albeniz, early vs delayed ADT for PSA only relapse. No difference BUT selection may these outcomes. Phase III ongoing.",,,#,4.73105E+17,https://twitter.com/jmmrad/status/473105279723520003,,,,
ritrattosalute,6/1/2014 10:14,3,3,@ InsControCancro @NonFareAutogol @ EIannelli @ aimac_it @ ASCO siamo in prima linea per diffondere il 'verbo' della # prevenzione!,,@ @NonFareAutogol @ @ @,#,4.73105E+17,https://twitter.com/ritrattosalute/status/473105277886431232,,,,
DrHedrick,6/1/2014 10:14,0,0,Garcia: Ongoing randomized study in Australia should answer question. # ASCO14,,,#,4.73105E+17,https://twitter.com/DrHedrick/status/473105226090942464,,,,
teamoncology,6/1/2014 10:14,1,1,@ chimoose Thanks for RT. My favorite tool is YoruFukurou and Twittelator. Very efficient to tweets than any other stuff. # ASCO14,,@,#,4.73105E+17,https://twitter.com/teamoncology/status/473105201176379392,,,,
mtmdphd,6/1/2014 10:14,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - Outcomes pic.twitter.com/NUeOnXKhOa,,,# #,4.73105E+17,https://twitter.com/mtmdphd/status/473105184030466048,,,,
DrAttai,6/1/2014 10:13,5,1,More on obesity and breast cancer @ neil_iyengar # asco14 pic.twitter.com/bIS6CBKM1t,,@,#,4.73105E+17,https://twitter.com/DrAttai/status/473105123065868291,,,,
BarringtonJNC,6/1/2014 10:13,1,0,Barrington James are out in force today.See a red tie & get a business card and we'll buy your first drink this evening in the bar # ASCO14,,,#,4.73105E+17,https://twitter.com/BarringtonJNC/status/473105114257821696,,,,
DrHedrick,6/1/2014 10:13,1,0,Garcia: Conclusion: Patients undergoing immediate v. delayed ADT are similar in terms of survival. # ASCO14,,,#,4.73105E+17,https://twitter.com/DrHedrick/status/473105109866807296,,,,
mtmdphd,6/1/2014 10:13,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - primary objective not reached. PET guided may equalize Tx's,,,# #,4.73105E+17,https://twitter.com/mtmdphd/status/473105014953869312,,,,
MelanomaMom,6/1/2014 10:13,1,3,25% reduction of risk in of progression with BRAFi and MEKi combo in # melanoma. # ASCO14,,,# #,4.73105E+17,https://twitter.com/MelanomaMom/status/473104963066155008,,,,
aly_vdl,6/1/2014 10:12,0,0,@ mau_rs Gracias! Mas informacion productos # innovadores @ 360Medlink desarrollados para # industria # farma :) # technologia en # ASCO2014,,@ @,# # # # #,4.73105E+17,https://twitter.com/aly_vdl/status/473104884691398657,,,,
ShannonWestin,6/1/2014 10:12,0,0,"@ AndytweetM Majority were HG serous, 2 clear cells (1 with CR) # ASCO14 # gyncsm",,@,# #,4.73105E+17,https://twitter.com/ShannonWestin/status/473104874998362112,,,,
mtmdphd,6/1/2014 10:12,1,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - LNH 2007-3B Conclusions pic.twitter.com/4bBQR2rYUF,,,# #,4.73105E+17,https://twitter.com/mtmdphd/status/473104818899529728,,,,
WinshipAtEmory,6/1/2014 10:12,3,2,The # ASCO14 Poster session started early and we ran in to @ DrDonaldHarvey and Dr Taofeek Owonikokopic.twitter.com/oyR1uIyxwZ,,@,#,4.73105E+17,https://twitter.com/WinshipAtEmory/status/473104730688737280,,,,
JediPD,6/1/2014 10:12,0,1,"@ subatomicdoc The expressed epitope on the visceral homed"" mets would have molecular switches that we need to address # ASCO14""",,@,#,4.73105E+17,https://twitter.com/JediPD/status/473104684568559616,,,,
mtmdphd,6/1/2014 10:11,1,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - PFS/OS similar pic.twitter.com/wUwxUV8Bjk,,,# #,4.73105E+17,https://twitter.com/mtmdphd/status/473104653035790336,,,,
DrHedrick,6/1/2014 10:11,0,0,Garcia: Baseline characteristics are very similar. 5 and 10 year survival are broadly similar in both immediate and deferred groups # ASCO14,,,#,4.73105E+17,https://twitter.com/DrHedrick/status/473104586828697600,,,,
mtmdphd,6/1/2014 10:11,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - Actual Consolidation Tx pic.twitter.com/JPIdIMjqJU,,,# #,4.73104E+17,https://twitter.com/mtmdphd/status/473104494025510912,,,,
ShannonWestin,6/1/2014 10:11,0,0,"O. Dorigo -is immune therapy relevant in ovarian ca"" YES # ASCO14 # gyncsm""",,,# #,4.73104E+17,https://twitter.com/ShannonWestin/status/473104470327689217,,,,
ZachPharmD,6/1/2014 10:11,0,0,@ ASCO Gracias!,,@,,4.73104E+17,https://twitter.com/ZachPharmD/status/473104464837345281,,,,
AnneBooms,6/1/2014 10:10,2,1,“ @ m_e_nielsen: # asco14 Early Palliative Care=good http://ow.ly/xurcZ ?more opportunities even *earlier*? I agree!,,@,#,4.73104E+17,https://twitter.com/AnneBooms/status/473104370847207424,,,,
ABumRap,6/1/2014 10:10,0,0,“ @ subatomicdoc: Tumor HPV status and invasive squamous cell carcinoma of the anus http://abstracts.asco.org/144/AbstView_144_129693.html … > @ umassmemorial # ASCO14 # ancsm”,,@ @,# #,4.73104E+17,https://twitter.com/ABumRap/status/473104369815404544,,,,
mtmdphd,6/1/2014 10:10,2,1,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - PET2 and PET4 results pic.twitter.com/zE7tSAavmK,,,# #,4.73104E+17,https://twitter.com/mtmdphd/status/473104329818537984,,,,
DonnaYoungDC,6/1/2014 10:10,1,2,Cost/high drug prices hot topic at # ASCO14 Read my report on last week's # AtlanticMedicine panel http://bit.ly/1mxEvBH # pharma # biotech,,,# # # #,4.73104E+17,https://twitter.com/DonnaYoungDC/status/473104316925243392,,,,
daviesbj,6/1/2014 10:10,0,1,How meaningful is the PREVAIL data if we move up chemo? ? for MDs smarter than I...IMO muddles the future of $ mdvn and abi # ASCO14,,,#,4.73104E+17,https://twitter.com/daviesbj/status/473104293562552320,,,,
aly_vdl,6/1/2014 10:10,0,2,@ noordinaryco Thank you! Know more about @ 360Medlink # innovative products developed for the # pharma industry :) # technology in # ASCO2014,,@ @,# # # #,4.73104E+17,https://twitter.com/aly_vdl/status/473104258280488960,,,,
teamoncology,6/1/2014 10:10,0,2,Indeed. RT @Matt_SCRI_UK: Nice summary of evolution of cancer drug development paradigm from @ Quintiles... # ASCO14 pic.twitter.com/UWwj75FmlE,,@Matt_SCRI_UK @,#,4.73104E+17,https://twitter.com/teamoncology/status/473104248855474176,,,,
DebiopharmNews,6/1/2014 10:10,0,1,"# ASCO14 Phase I-II Debio0932, oral # HSP90 inhibitor, 1st & 2nd line # NSCLC (abstract/poster # TPS2632) Find out more http://ow.ly/x95hT",,,# # # #,4.73104E+17,https://twitter.com/DebiopharmNews/status/473104245152317440,,,,
ASCO,6/1/2014 10:10,9,6,# ASCO14 Tweeters infographic http://bit.ly/1lBa5hq Want to follow all? Subscribe to our list http://bit.ly/RSJamR # hcsm,,,# #,4.73104E+17,https://twitter.com/ASCO/status/473104243910791169,,,,
Roche,6/1/2014 10:10,5,1,What's the prognosis for diagnostic testing in # lungcancer? http://ow.ly/xoTe9 # ASCO14 # lcsm,,,# # #,4.73104E+17,https://twitter.com/Roche/status/473104227544604672,,,,
SitemanCenter,6/1/2014 10:10,1,1,"How will the # ACA affect gynecologic cancer care? Siteman's Matthew Powell, MD, chairs a discussion: 9:45 am, Rm E354a # ASCO14",,,# #,4.73104E+17,https://twitter.com/SitemanCenter/status/473104223740391424,,,,
genentech,6/1/2014 10:10,4,3,Goal for # Next50: “Immunotherapy will change approach to cancer tx & improve survival.” – D. Berger # ASCO14 http://ow.ly/xutWr,,,# #,4.73104E+17,https://twitter.com/genentech/status/473104207198060544,,,,
markaorourke,6/1/2014 10:10,0,0,"# ASCO14 The MTP session for neuroendocrine tumors is outstanding. Well balanced, clear, manageable flux of information with. # hbcsm",,,# #,4.73104E+17,https://twitter.com/markaorourke/status/473104186469789696,,,,
mtmdphd,6/1/2014 10:09,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - Response after 4 cycles pic.twitter.com/E4OacSnLs4,,,# #,4.73104E+17,https://twitter.com/mtmdphd/status/473104160020525056,,,,
DrHedrick,6/1/2014 10:09,0,0,"Garcia: Outcomes are PrCa mortality and all cause mortality. Study population is from CaPSURE database. Started in '95, 43 sites. # ASCO14",,,#,4.73104E+17,https://twitter.com/DrHedrick/status/473104000402075648,,,,
teamoncology,6/1/2014 10:09,0,1,@ ASCO Lots of good tweets but still we can make improvement to make it understandable to those who are not there. :),,@,,4.73104E+17,https://twitter.com/teamoncology/status/473103994642903040,,,,
hkrupka,6/1/2014 10:08,1,1,Georgina Long on $ NVS $ GSK dabr/tram Ph3 COMBI-D # ASCO14 poor PFS data: censoring 18 pts & plateauing led to high PFS in dabrafenib mono arm,,,#,4.73104E+17,https://twitter.com/hkrupka/status/473103909557268481,,,,
nxtstop1,6/1/2014 10:08,0,0,THE ABCs of WOMEN'S WELLNESS. @ AHRQNews: Stay healthy at any age—screenings and tips for women’s health http://1.usa.gov/1in6XVU # ASCO14,,@,#,4.73104E+17,https://twitter.com/nxtstop1/status/473103907061649410,,,,
cmartindedios,6/1/2014 10:08,0,0,"@ ASCO # asco14 change is hard...much less # innovation "" # clinicaltrials transparency sessionpic.twitter.com/5QD4e56dc2""",,@,# # #,4.73104E+17,https://twitter.com/cmartindedios/status/473103867757211648,,,,
InsControCancro,6/1/2014 10:08,2,2,"prof.Cascinu ( # AIOM): Italia sia capitale europea # prevenzione e stili di vita sani"" # ASCO14 @NonFareAutogol @ EIannelli @ ASCO""",,@NonFareAutogol @ @,# # #,4.73104E+17,https://twitter.com/InsControCancro/status/473103866507313152,,,,
Ludwig_Cancer,6/1/2014 10:08,1,1,Ludwig's George Demetri sharing data at # ASCO14 on long-term control of advanced gastrointestinal stromal # tumors w/ targeted drug imatinib,,,# #,4.73104E+17,https://twitter.com/Ludwig_Cancer/status/473103842369077248,,,,
artfranken,6/1/2014 10:08,0,0,@ GildeHealthcare @ ASCO I hope we can continue to benefit from Bob Pinedo as Operational Partner in the Gilde team for many years,,@ @,,4.73104E+17,https://twitter.com/artfranken/status/473103684709388288,,,,
InsControCancro,6/1/2014 10:08,4,4,# tumori: risparmio 6 miliardi in 5 anni da # prevenzione @NonFareAutogol @ ritrattosalute @ EIannelli @ aimac_it @ ASCO # ASCO2014,,@NonFareAutogol @ @ @ @,# # #,4.73104E+17,https://twitter.com/InsControCancro/status/473103678292123649,,,,
aftimosp,6/1/2014 10:07,0,0,Many many explanations for the similar median PFS between dabrafenib + placebo and dabrafenib + trametinib # ASCO14,,,#,4.73104E+17,https://twitter.com/aftimosp/status/473103626886725632,,,,
mtmdphd,6/1/2014 10:07,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - Study design... pic.twitter.com/8bkuvidoKX,,,# #,4.73104E+17,https://twitter.com/mtmdphd/status/473103617449541633,,,,
teamoncology,6/1/2014 10:07,1,0,"@ ASCO You are welcome. If there is anything that I can help social media, let me know. I am heavily involved with AACR social media.",,@,,4.73104E+17,https://twitter.com/teamoncology/status/473103609328975872,,,,
subatomicdoc,6/1/2014 10:07,1,1,@ djsampson @ gcolditz Have you read @ CassSunstein's book Nudge? http://www.amazon.com/gp/aw/d/014311526X/ref=mp_s_a_1_1?qid=1401631571&sr=8-1&pi=SY200_QL40 … # ASCO14 # healthydefault,,@ @ @,# #,4.73104E+17,https://twitter.com/subatomicdoc/status/473103569856761856,,,,
MatthewHSimmons,6/1/2014 10:07,3,0,Nice summary of evolution of cancer drug development paradigm from @ Quintiles... # ASCO14 pic.twitter.com/fu6Uf11YRz,,@,#,4.73103E+17,https://twitter.com/MatthewHSimmons/status/473103437010194432,,,,
BioWorld,6/1/2014 10:07,2,0,"All 4 plenary studies at # ASCO14 fed funded, but they began long ago, the $ drying up. Prez Hudis: Disturbing."" pic.twitter.com/Fgcus2n8Eo""",,,#,4.73103E+17,https://twitter.com/BioWorld/status/473103434950774784,,,,
DrHedrick,6/1/2014 10:06,0,0,"Garcia: Exclusion: evidence of mets, orchiectomy, symptomatic relapse, ADT in past 12 months. # ASCO14",,,#,4.73103E+17,https://twitter.com/DrHedrick/status/473103405658144768,,,,
BioWorld,6/1/2014 10:06,0,0,"Use/don't use? Hard to give yes/no answer when you're dealing with someone who's going to die in the next 12 months."" # ASCO14 Greg Masters""",,,#,4.73103E+17,https://twitter.com/BioWorld/status/473103398342905856,,,,
drcbsteer,6/1/2014 10:06,0,0,# ASCO14 Trotman - PET in follicular NHL. 246 scans. Median 4.6 yrs FU. Postinduction PET positivity strongly predictive of PFS/OS,,,#,4.73103E+17,https://twitter.com/drcbsteer/status/473103396703326208,,,,
ASCO,6/1/2014 10:06,0,1,@ teamoncology Thank you for the acknowledgement & for your ongoing participation in the # ASCO14 conversation.,,@,#,4.73103E+17,https://twitter.com/ASCO/status/473103340839378944,,,,
mtmdphd,6/1/2014 10:06,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - aaIPI 2-3 - RCHOP14 similar to R-MegaCHOP inductions,,,# #,4.73103E+17,https://twitter.com/mtmdphd/status/473103304721825792,,,,
ZachPharmD,6/1/2014 10:06,0,0,@ ASCO What room are lymphoma orals this morning?,,@,,4.73103E+17,https://twitter.com/ZachPharmD/status/473103230864330752,,,,
DrHedrick,6/1/2014 10:06,0,0,"Garcia: Inclusion: PrCa treated with curative intent, PSA only relapse (0.2ng/mL or 3 rising levels one month apart) # ASCO14",,,#,4.73103E+17,https://twitter.com/DrHedrick/status/473103222224453633,,,,
nxtstop1,6/1/2014 10:06,0,0,@ healthhashtags And # ASCO14 ongoing~~~ :),,@,#,4.73103E+17,https://twitter.com/nxtstop1/status/473103202141757440,,,,
mtmdphd,6/1/2014 10:06,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - aaIPI 1 - R-ACVBP sup to RCHOP21 pic.twitter.com/gATOWag36g,,,# #,4.73103E+17,https://twitter.com/mtmdphd/status/473103189500518400,,,,
mtmdphd,6/1/2014 10:05,0,0,Caveat Surfor: What You Need Before Tweeting at the Meeting - @ SubAtomicDoc # ASCOConnection http://ow.ly/xnZaq # ASCO14,,@,# #,4.73103E+17,https://twitter.com/mtmdphd/status/473102968217427968,,,,
corp_UNC,6/1/2014 10:05,2,1,MT @ m_e_nielsen: Tension btwn emerging payer guidelines/incentives vs.personalized cancer care http://online.wsj.com/news/articles/SB10001424052702304587704579588170876612100?mod=trending_now_3 … @ EthanBasch1 # asco14,,@ @,#,4.73103E+17,https://twitter.com/corp_UNC/status/473102958994153472,,,,
genentech,6/1/2014 10:05,2,3,"Nearly 20 yrs ago, 1st data on our angiogenesis program was presented at ASCO. # ASCO14 # ASCOmemory",,,# #,4.73103E+17,https://twitter.com/genentech/status/473102954787250176,,,,
mtmdphd,6/1/2014 10:05,1,0,Casasnovas Abstr 8503 # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL - Vitolo Lugano Abs 072 pic.twitter.com/LV2RTZ2vSs,,,# #,4.73103E+17,https://twitter.com/mtmdphd/status/473102945182318592,,,,
CancerDotNet,6/1/2014 10:05,0,1,"Xabier Garcia-Albeniz, MD @ HSPHCancerEpi on study abt hormone therapy for men w/ rising PSA # pcsm # ASCO14 http://bit.ly/1p06woo",,@,# #,4.73103E+17,https://twitter.com/CancerDotNet/status/473102933958344705,,,,
EdwinPosadasMD,6/1/2014 10:04,0,0,Johns Hopkins: AR splice variants predict resistance to AR therapy- an evolving paradigm? # ASCO14,,,#,4.73103E+17,https://twitter.com/EdwinPosadasMD/status/473102826793893888,,,,
ByJonGardner,6/1/2014 10:04,0,0,Couldn't tweet the ALTTO OS or DFS curves because the slide wasn't exactly photogenic. $ GSK # asco14,,,#,4.73103E+17,https://twitter.com/ByJonGardner/status/473102793742757889,,,,
BIGagainstBC,6/1/2014 10:04,1,0,Today 1st results of ph.3 ALTTO trial -adjuvant treatment of HER2-positive early # breastcancer # ASCO14 - @ 1PM Hall B1 http://abstracts.asco.org/144/index.html,,@,# #,4.73103E+17,https://twitter.com/BIGagainstBC/status/473102786478235648,,,,
AnneBooms,6/1/2014 10:04,0,0,# ASCO14- Identifying low risk disease http://jnci.oxfordjournals.org/cgi/content/long/102/9/582 …,,,#,4.73103E+17,https://twitter.com/AnneBooms/status/473102780165406720,,,,
teamoncology,6/1/2014 10:04,1,0,. @ ASCO is a great organization to join if you are involved in # cancer.,,@,#,4.73103E+17,https://twitter.com/teamoncology/status/473102769176338432,,,,
carisls,6/1/2014 10:04,1,2,Our friends at @ FightCRC at # ASCO14! pic.twitter.com/KHgIsKt2kM,,@,#,4.73103E+17,https://twitter.com/carisls/status/473102732270645248,,,,
AndyBiotech,6/1/2014 10:04,2,3,"$ BMY -> RT @ ShannonWestin: PD-1 inhibitor nivolumab in recurrent ovarian cancer 17% RR, high toxicity (11/18 w G3/4 AE) # ASCO14 # gyncsm",,@,# #,4.73103E+17,https://twitter.com/AndyBiotech/status/473102683860385792,,,,
aftimosp,6/1/2014 10:03,0,0,Here it comes: results of Combi-D: phase 3 trial of dabrafenib + trametinib versus dabrafenib + placebo in BRAF-mutated melanoma # ASCO14,,,#,4.73103E+17,https://twitter.com/aftimosp/status/473102622011191297,,,,
Melanoma_doctor,6/1/2014 10:03,0,1,Subgroup analysis of Dab/Tram--men do better! (Every other study shows opposite)???? # melanoma # ASCO14,,,# #,4.73103E+17,https://twitter.com/Melanoma_doctor/status/473102568475095040,,,,
EdwinPosadasMD,6/1/2014 10:03,0,0,MDACC shows that # abiraterone and # enzalutamide can be combined. Question: is it better? # ASCO14,,,# # #,4.73103E+17,https://twitter.com/EdwinPosadasMD/status/473102566226948096,,,,
teamoncology,6/1/2014 10:03,0,0,"@ dmooneymd Being a patient, I do not want to live 4-6 weeks more by spending lots of money for my medical bill. # ASCO14",,@,#,4.73103E+17,https://twitter.com/teamoncology/status/473102562510372864,,,,
mtmdphd,6/1/2014 10:03,0,0,Casasnovas # lymsm # ASCO14 - Ph2 RCT R-ACVBP + BEAM/ASCT in high risk DLBCL pic.twitter.com/meA1vmMJv7,,,# #,4.73103E+17,https://twitter.com/mtmdphd/status/473102512354902016,,,,
DrHedrick,6/1/2014 10:03,0,0,Garcia: Immediate vs deferred initiation of ADT in patients with PSA only relapse. # ASCO14,,,#,4.73102E+17,https://twitter.com/DrHedrick/status/473102449109397504,,,,
myPathMelanoma,6/1/2014 10:03,0,0,How can Myriad myPath # Melanoma help your diagnosis? Learn more at http://www.IsThisMelanoma.com and at boot 2039 # ASCO14,,,# #,4.73102E+17,https://twitter.com/myPathMelanoma/status/473102416544403457,,,,
ASCO,6/1/2014 10:02,3,1,Advances “only possible thanks to nation’s longstanding commitment to funding clinical cancer research”- @ CliffordHudis # ASCO14 press conf,,@,#,4.73102E+17,https://twitter.com/ASCO/status/473102365898584064,,,,
christinemphmd,6/1/2014 10:02,0,1,Please also visit Dr. Robert Hendler's poster on severe # diarrhea with # ipilimumab in # cancer # ASCO14 @ StonyBrookMedpic.twitter.com/KI1u3GnySp,,@,# # # #,4.73102E+17,https://twitter.com/christinemphmd/status/473102330171510784,,,,
ShannonWestin,6/1/2014 10:02,0,3,2 sustained CR in nivolumab study. Need to explore biomarkers of response. # ASCO14 # gyncsm,,,# #,4.73102E+17,https://twitter.com/ShannonWestin/status/473102320184852480,,,,
djsampson,6/1/2014 10:02,1,0,Colditz: we need regulatory strategy that reinforces healthy choices # asco14,,,#,4.73102E+17,https://twitter.com/djsampson/status/473102264937086976,,,,
teamoncology,6/1/2014 10:02,1,0,"@ dr_FPetracci Some good news. Fertility preservation, use of AI in premenopausal, zometa use of 12w, lots of good QOL stuff. # ASCO14",,@,#,4.73102E+17,https://twitter.com/teamoncology/status/473102233244938241,,,,
carisls,6/1/2014 10:02,2,0,"# MolecularIntel data on GI Cancers announced at # ASCO14, showing importance of comprehensive tumor profiling http://goo.gl/Rp9CWh",,,# #,4.73102E+17,https://twitter.com/carisls/status/473102207387054081,,,,
timturnham,6/1/2014 10:02,2,1,"Combining BRAF + MEK from GSK works, but has biggest impact on pts w/ low tumor burden and low LDH. # ASCO14",,,#,4.73102E+17,https://twitter.com/timturnham/status/473102200747859968,,,,
ASCO,6/1/2014 10:02,10,1,"All 4 # ASCO14 Plenary studies supported in part by @ NIH, but huge drop in fed’lly funded submissions this yr comp’d to 2008",,@,#,4.73102E+17,https://twitter.com/ASCO/status/473102184922750977,,,,
StefanoLuminari,6/1/2014 10:02,2,0,# asco14 Trotman on PET in Follicular Lymphoma. pooled analysis of three studies with 246pts. high PFS and OS advantage for PET negative pts,,,#,4.73102E+17,https://twitter.com/StefanoLuminari/status/473102182229635072,,,,
MaimonidesMC,6/1/2014 10:02,0,0,What to Expect: # Chemotherapy Infusion http://maimo.md/1nX7Ll7 # chemo # ASCO14,,,# # #,4.73102E+17,https://twitter.com/MaimonidesMC/status/473102176672575489,,,,
mtmdphd,6/1/2014 10:02,0,0,Trotman # lymsm # ASCO14 - PET in FL - Postinduction PET-CT a platform to study response-adapted therapy. pic.twitter.com/0SiBRS77wO,,,# #,4.73102E+17,https://twitter.com/mtmdphd/status/473102165805121536,,,,
Melanoma_doctor,6/1/2014 10:02,1,0,Updated Ph2 results from init Dabrafenib/trametinib study- 25 month med OS # melanoma # ASCO14,,,# #,4.73102E+17,https://twitter.com/Melanoma_doctor/status/473102163724734465,,,,
AnneBooms,6/1/2014 10:01,0,0,# ASCO14 Esserman on Idle tumors pic.twitter.com/1D04oHO9NT,,,#,4.73102E+17,https://twitter.com/AnneBooms/status/473102105176449024,,,,
ONAcom,6/1/2014 10:01,0,0,Attending ASCO 2014? Come visit us at the Haymarket Oncology booth (#15081)! # ASCO14,,,#15081 #,4.73102E+17,https://twitter.com/ONAcom/status/473102045789290497,,,,
AstraZenecaUS,6/1/2014 10:01,2,0,AstraZeneca presentations continue today at # ASCO14 http://ow.ly/xs1Nh,,,#,4.73102E+17,https://twitter.com/AstraZenecaUS/status/473102044841381888,,,,
ASCO,6/1/2014 10:01,4,2,Not an ASCO Member? Join at # ASCO14: Visit a Member Services Desk to receive a membership dues credit & thank you gift,,,#,4.73102E+17,https://twitter.com/ASCO/status/473101997953261569,,,,
ASCO,6/1/2014 10:01,1,1,"Before the Colorectal Cancer session at # ASCO14, read up on the GI Symposium: http://bit.ly/1sTlDzq # crcsm # ASCOConnection",,,# # #,4.73102E+17,https://twitter.com/ASCO/status/473101997911330816,,,,
mtmdphd,6/1/2014 10:01,1,0,"Trotman # lymsm # ASCO14 - PET in FL - With PET/CT, CT assessment limited value. 5PS new SOC",,,# #,4.73102E+17,https://twitter.com/mtmdphd/status/473101973550424064,,,,
DebiopharmNews,6/1/2014 10:01,0,0,"# ASCO14 Final Phase I Debio 0932, oral # HSP90 inhibitor, # oncology (abstract/poster #2550) Find out more http://ow.ly/x95dS",,,# # # #2550,4.73102E+17,https://twitter.com/DebiopharmNews/status/473101961131479040,,,,
mayocliniclabs,6/1/2014 10:01,0,0,Ready for day 3 at # ASCO14. Bring your # cancer testing questions to booth #2054.,,,# # #2054,4.73102E+17,https://twitter.com/mayocliniclabs/status/473101930605334529,,,,
MelanomaReAlli,6/1/2014 10:01,0,0,Be sure to follow MRA's CEO @ WendySelig for # melanoma updates from # ASCO14! We will be tweeting the meeting as well!,,@,# #,4.73102E+17,https://twitter.com/MelanomaReAlli/status/473101923437252609,,,,
ByJonGardner,6/1/2014 10:00,0,0,"Re the big drop in @ ASCO submissions from fed-backed studies: Actions have consequences, elected officials. # ASCO14",,@,#,4.73102E+17,https://twitter.com/ByJonGardner/status/473101899411906560,,,,
mtmdphd,6/1/2014 10:00,1,1,Trotman # lymsm # ASCO14 - PET in FL - Conclusions - med f/u 4.6 yrs in 246 Pts - PET-CT pred PFS/OS pic.twitter.com/yeH3A2IfUt,,,# #,4.73102E+17,https://twitter.com/mtmdphd/status/473101884266254337,,,,
AstellasUS,6/1/2014 10:00,2,2,"Today at # ASCO14, Andrew Armstrong of @ Duke_Medicine presents expanded results of Phase 3 trial in prostate cancer. http://bit.ly/1pEQ9Lv",,@,#,4.73102E+17,https://twitter.com/AstellasUS/status/473101863139938304,,,,
teamoncology,6/1/2014 10:00,0,0,@ aftimosp If the outcome is going to improve by long-term follow up that will be interesting. # ASCO14,,@,#,4.73102E+17,https://twitter.com/teamoncology/status/473101816771530753,,,,
ShannonWestin,6/1/2014 10:00,0,3,"PD-1 inhibitor nivolumab in recurrent ovarian cancer 17% RR, high toxicity (11/18 w G3/4 AE) # ASCO14 # gyncsm",,,# #,4.73102E+17,https://twitter.com/ShannonWestin/status/473101810518220800,,,,
ASCO,6/1/2014 10:00,6,5,Drs. Kamal & Abernethy: Improving Quality of Palliative Care w/Virtual Learning Collaborative http://bit.ly/1nxNlD0 # ASCO14 CC @ arifkamalmd,,@,#,4.73102E+17,https://twitter.com/ASCO/status/473101801399779328,,,,
