username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,,
KUcancercenter,4/16/2018 16:55,0,4,"It's been a busy Monday morning at @ AACR - @ DrJenKlemp presented on recent advances, cardiac toxicity & cancer survivorship and Merit Goodman displayed a poster focused on breast cancer research. # AACR18 # thoughtleadershippic.twitter.com/3xy6ebGJPw",,@ @,# #,9.85985E+17,https://twitter.com/KUcancercenter/status/985984952280985600,,,,,,
sloan_kettering,4/16/2018 16:54,6,6,MSK's Jaime Chaft presenting her cohort study on safety and activity of second-line # durvalumab + # tremelimumab in non-squamous advanced # NSCLC # AACR18 pic.twitter.com/8JlzgjuVL2,,,# # # #,9.85985E+17,https://twitter.com/sloan_kettering/status/985984865056317440,,,,,,
notablelabs,4/16/2018 16:54,2,1,10 Min eta to start of Dr Aleshin’s myelodysplastic syndrome single cell evolution talk in collaboration with @ StanfordMed and @ MissionBio in room S504! # AACR18 pic.twitter.com/jf62skQYhD,,@ @,#,9.85985E+17,https://twitter.com/notablelabs/status/985984834551058432,,,,,,
soragnilab,4/16/2018 16:54,1,5,ESI eligibility period may change.... they are looking at that # NCI # AACR18,,,# #,9.85985E+17,https://twitter.com/soragnilab/status/985984811968925699,,,,,,
Ludwig_Cancer,4/16/2018 16:53,0,5,Ludwig Lausanne’s Elise Gray-Gaillard with her poster at # AACR2018 describing the design of a CAR-T system that can—should an immune storm threaten—be switched off with an approved small molecule drug pic.twitter.com/YJOe4CR5fH,,,#,9.85985E+17,https://twitter.com/Ludwig_Cancer/status/985984606624247808,,,,,,
UWCarbone,4/16/2018 16:53,1,3,". @ uwvetmed professor Dr. Lisa Arendt studies the link between # obesity and # breastcancer. Obese mice have an increase in ER and proliferation markers in their mammary tissue. But the good news is, weight loss reverses those risk factors! # AACR18 pic.twitter.com/lqLnODowS9",,@,# # #,9.85985E+17,https://twitter.com/UWCarbone/status/985984528383660032,,,,,,
LUNGevity,4/16/2018 16:53,0,5,Learning about the four different types of lung tumors based on their immune profile from Dr Roy Herbst @ YaleMed # AACR18 # lcsmpic.twitter.com/j78X3Zx4q3,,@,# #,9.85984E+17,https://twitter.com/LUNGevity/status/985984458338832384,,,,,,
bmsnews,4/16/2018 16:52,3,18,"Nearly 7 out of 10 # LungCancer patients in China are diagnosed at an advanced stage, with a 5-year survival rate less than 5%. Learn more: : http://bit.ly/2vlRjJe # AACR18 # LCSMpic.twitter.com/Ff7vH5On0L",,,# # #,9.85984E+17,https://twitter.com/bmsnews/status/985984406522355712,,,,,,
tmprowell,4/16/2018 16:52,2,4,Kudos to @ SU2C for sponsoring the best special session I’ve attended at a conf in a long time. Truly innovative science. Lots of big thinkers at the podium. Full of hope. Worth watching the archived webcast! # AACR18,,@,#,9.85984E+17,https://twitter.com/tmprowell/status/985984264197103616,,,,,,
UofU3i,4/16/2018 16:52,5,2,A great overview of CAR T-Cell Therapy at # AACR18. This research is the focus of @ huntsmancancer and @ UofUHealth researchers Dr. Djordje Atanackovic and Dr. Tim Luetkens: http://uofuhealth.utah.edu/huntsman/labs/atanackovic/research.php …https://twitter.com/theNCI/status/985472817616576517 …,,@ @,#,9.85984E+17,https://twitter.com/UofU3i/status/985984253178429440,,,,,,
Coryandar,4/16/2018 16:52,0,0,Loss of heterozygosity in essential genes within cancers allows us to target essential genes without harming healthy cells - @ caitlinanichols # AACR18,,@,#,9.85984E+17,https://twitter.com/Coryandar/status/985984186245963776,,,,,,
CRUKresearch,4/16/2018 16:51,0,0,Hendrix: mAb against Nodal combined with BRAFi in mice led to decreased tumour burden in lungs. -SD # AACR18,,,#,9.85984E+17,https://twitter.com/CRUKresearch/status/985984102988951552,,,,,,
Mad_PhD,4/16/2018 16:51,0,0,Someone is sleeping in this session and snorting loudly ! Science must be tiring! Why is no one nudging him/her? It’s getting louder # aacr18 # AACR # science # cancer # research,,,# # # # #,9.85984E+17,https://twitter.com/Mad_PhD/status/985984019774033920,,,,,,
PCF_Science,4/16/2018 16:51,1,5,Dr. Min Zou discusses identification of drivers of advanced # ProstateCancer by a transposon-based genetic screen; NOW in room S405. # AACR18. # PCFfunded study. @ columbiacancer @ ColumbiaUrology @ Columbia @ PCFnews @ manyvscancer,,@ @ @ @ @,# # #,9.85984E+17,https://twitter.com/PCF_Science/status/985983923086921730,,,,,,
lisaoleary524,4/16/2018 16:50,0,2,Very glad to hear one of the top priorities that the new @ AACR President-Elect Dr. Elizabeth Jaffe will focus on during her tenure is survivorship. # AACR18 # AACRSSP18 # BTSMqol,,@,# # #,9.85984E+17,https://twitter.com/lisaoleary524/status/985983837544026112,,,,,,
mustafabasree,4/16/2018 16:50,4,27,"Happy National Osteopathic Medicine Week! Incredibly proud to kick off # NOMweek18 and represent the Osteopathic profession, home school @ KYCOM_UPike, and lab family @ OSUWexMed at # AACR18. @ AOAforDOs @aacomresearch # KYCOMProud # KYCOMResearchpic.twitter.com/OEV7SM5U4n",,@ @ @ @aacomresearch,# # # #,9.85984E+17,https://twitter.com/mustafabasree/status/985983810335657984,,,,,,
StJudeResearch,4/16/2018 16:50,1,4,"Samples worth sharing: Talk to us at # AACR18 about the Childhood Solid Tumor Network, a free resource for cancer investigators. Today til 5pm, booth 2844. pic.twitter.com/K4xRfNHufo",,,#,9.85984E+17,https://twitter.com/StJudeResearch/status/985983807575732224,,,,,,
CRUKresearch,4/16/2018 16:50,0,0,"Hendrix: no down-regulation of Nodal in patients treated with BRAFi. In some cases, the Nodal+ population increases. -SD # AACR18",,,#,9.85984E+17,https://twitter.com/CRUKresearch/status/985983769936039937,,,,,,
BethanyKerrLab,4/16/2018 16:50,2,2,@ KristineWadosky # aacr18 Ezh2 in # prostatecancerpic.twitter.com/WQ2oqtGMTc,,@,# #,9.85984E+17,https://twitter.com/BethanyKerrLab/status/985983703330492417,,,,,,
CellPressNews,4/16/2018 16:50,3,7,"Reengineering the Physical Microenvironment of Tumors to Improve Drug Delivery & Efficacy: Mathematical Modeling to Bench to Bedside by Stylianopoulos, Munn & Jain @ MGHCancerCenter @ MassGeneralNews @ trendscancer # AACR18 http://bit.ly/2H8IVys",,@ @ @,#,9.85984E+17,https://twitter.com/CellPressNews/status/985983689900331009,,,,,,
cacanaria,4/16/2018 16:49,0,0,Fireside chat w @ NCIDirector: outcomes of rural v urban pops have disparity. Area of interest for @ theNCI # AACR18 pic.twitter.com/K76BUAKm1W,,@ @,#,9.85984E+17,https://twitter.com/cacanaria/status/985983562943029248,,,,,,
Coryandar,4/16/2018 16:49,0,0,"Great work, creating an aneuploidy model with CRISPR-Cas9. This will definitely help study a large variety of cancers. @alison_taylor2 # AACR18",,@alison_taylor2,#,9.85984E+17,https://twitter.com/Coryandar/status/985983550242648065,,,,,,
Partek_Inc,4/16/2018 16:48,2,0,Hey # AACR18 talk to a Partek expert about how to analyze your scRNA-Seq data at booth 1720. pic.twitter.com/PBR5Pw8Nos,,,#,9.85983E+17,https://twitter.com/Partek_Inc/status/985983360118882304,,,,,,
UMNCancer,4/16/2018 16:48,3,12,"Dr. Anne Blaes(r) @ UMNHealth Adult # Survivorship Director- presenting on pathophysiology underlying anti estrogen therapy and cardiovascular disease w Drs. Jennifer Klemp @ TheUofKwildcats, Gary Lyman @ fredhutch and Dan Lenihan @ WashingtonUniv - # AACR18 pic.twitter.com/Mj3GW9sdbg",,@ @ @ @,# #,9.85983E+17,https://twitter.com/UMNCancer/status/985983214283034625,,,,,,
DonnaYoungDC,4/16/2018 16:48,4,5,". @ NCIDirector: We owe it to patients to make progress against all cancers, not just some of them. # AACR18 # cancer # pharma # biotech # NCI # NIH",,@,# # # # # #,9.85983E+17,https://twitter.com/DonnaYoungDC/status/985983200567508992,,,,,,
CRUKresearch,4/16/2018 16:48,0,0,Hendrix: combining mAb with decarbazine (mAb administered afterwards) led to massive apoptosis. -SD # AACR18,,,#,9.85983E+17,https://twitter.com/CRUKresearch/status/985983192359288832,,,,,,
SitemanCenter,4/16/2018 16:47,1,0,"Dr. Daniel Lenihan, director of the new Cardio-Oncology Center of Excellence @ WUSTLmed, highlights the emerging specialty, at # AACR18. Learn how his team helps Siteman patients: http://ow.ly/5FnH30jwltG pic.twitter.com/nhlP4dXqFH",,@,#,9.85983E+17,https://twitter.com/SitemanCenter/status/985983097220026373,,,,,,
Partek_Inc,4/16/2018 16:47,2,1,"Interested in learning how to analyze single cell RNA-Seq data? Join us for a workshop on 4/18, 2-3:30 pm on the Northwestern University - Chicago campus. Register at http://partek.com/NWU # AACR18 # researchpic.twitter.com/oQiTefHDeD",,,# #,9.85983E+17,https://twitter.com/Partek_Inc/status/985983036406853632,,,,,,
MadeleineOudin,4/16/2018 16:47,1,9,"After 2 days of blizzard conditions and flight delays, finally on my way to # AACR18 will be a short one this year, but excited to almost be there!",,,#,9.85983E+17,https://twitter.com/MadeleineOudin/status/985983017574436864,,,,,,
lore_nick,4/16/2018 16:47,1,2,Optimal # immunotherapy is context dependent," and may not always favor more potent combination therapies"" - Chien-Chun (Steven) Pai with Lawrence Fong lab @ ucsf @ UCSFCancer # AACR18 pic.twitter.com/GHAsQtPDWk""",,@ @,# #,9.85983E+17,https://twitter.com/lore_nick/status/985983016815267846,,,,,
rosiekaplanmd,4/16/2018 16:46,1,1,Love the discussions of metastatic cell plasticity and tissue specific niches @ AACR. The metastatic stem cell niche like environment finding its place! pic.twitter.com/zHJlFnGSIi,,@,,9.85983E+17,https://twitter.com/rosiekaplanmd/status/985982861168791553,,,,,,
Financebanter,4/16/2018 16:46,0,0,The latest Finance Banter Daily! https://paper.li/Financebanter/1360097173?edition_id=454f5dd0-41b7-11e8-8774-0cc47a0d15fd … # aacr18 # eu,,,# #,9.85983E+17,https://twitter.com/Financebanter/status/985982849303052288,,,,,,
lauriemcginley2,4/16/2018 16:46,8,14,These are the top priorities for the nation’s top cancer doctor # AACR18 https://www.washingtonpost.com/news/to-your-health/wp/2018/04/16/these-are-the-top-priorities-for-the-nations-top-cancer-doctor/ …,,,#,9.85983E+17,https://twitter.com/lauriemcginley2/status/985982674333585409,,,,,,
Awesomics,4/16/2018 16:45,0,1,Live broadcast on @ AACR’s Facebook page: https://www.facebook.com/aacr.org/videos/10156414664318631/ … # AACR18 # NCIFuture # CancerResearch,,@,# # #,9.85983E+17,https://twitter.com/Awesomics/status/985982653529702400,,,,,,
TheLancetOncol,4/16/2018 16:45,0,1,# AACR18 Preliminary efficacy and safety data on durvalumab + tremelimumab in metastatic # urothelial carcinoma - conclusions and ongoing phase 3 trialspic.twitter.com/uSnKbgBy8A,,,# #,9.85983E+17,https://twitter.com/TheLancetOncol/status/985982615571324928,,,,,,
VectorLabsUS,4/16/2018 16:45,3,6,"Our team at # AACR2018 was delighted to see this backdrop image at the @ Lumenera booth. It's # multiplexihc on tonsil tissue using our ImmPress Duet Polymer Detection Kit, scanned on an @ OlympusLifeSci VS120 by Chris Higgins. Beautiful! # IHC # Immunohistochemistry # AACR18 pic.twitter.com/0BgOS4u2aV",,@ @,# # # # #,9.85983E+17,https://twitter.com/VectorLabsUS/status/985982564212101120,,,,,,
chicagodetours,4/16/2018 16:45,0,0,. @ AACR Have some time to explore Chicago? Go inside and underground on the Loop Interior Architecture Walking Tour. # AACRECR18 http://ow.ly/zFDZ30jebpv,,@,#,9.85982E+17,https://twitter.com/chicagodetours/status/985982465150980096,,,,,,
MK_CCI,4/16/2018 16:45,2,15,"Wonderful female scientist powerhouse from @ KidsCancerInst at # AACR2018 in Chicago Maria, Star and Emily pic.twitter.com/3e4351sITF",,@,#,9.85982E+17,https://twitter.com/MK_CCI/status/985982448998715399,,,,,,
CRUKresearch,4/16/2018 16:44,1,0,"Hendrix: in mouse models, metastatic melanoma cells treated with mAb against Nodal >> reduced but not completely abrogated tumour growth. -SD # AACR18",,,#,9.85982E+17,https://twitter.com/CRUKresearch/status/985982356845727745,,,,,,
CancerTodayMag,4/16/2018 16:44,4,1,"Today at # AACR18: Researchers and regulators discussed whether or not the @ US_FDA has opened Pandora's Box"" by tying an immunotherapy approval to tumors’ molecular characteristics"," rather than their tissues of origin: http://ctsm.aacr.org/Ia2S30jwlOB pic.twitter.com/3Zs9KiacjV""",,@,#,9.85982E+17,https://twitter.com/CancerTodayMag/status/985982350273196032,,,,,
ArtKrieg,4/16/2018 16:44,1,8,"Thanks, @ bradloncar! Developing CpG DNA has been a different kind of marathon - I was in my 30's when I discovered it. Off to Logan now, for the next flight to Chicago, and # AACR18. It's great to have an awesome team do all the prep work while I run!",,@,#,9.85982E+17,https://twitter.com/ArtKrieg/status/985982285672574976,,,,,,
drprunellab,4/16/2018 16:43,0,4,Waking up to a flood of tweets abt all the exciting immunotherapy lung cancer trials presented at # AACR2018 # lcsm,,,# #,9.85982E+17,https://twitter.com/drprunellab/status/985982055023439874,,,,,,
HSaterMD,4/16/2018 16:43,0,3,Great fountains and great friends @ ZakhariaYousef from 2 sister countries @ AACR # AACR2018 # AACR18 pic.twitter.com/EINBapuQHd – bei McCormick Place South Building,,@ @,# #,9.85982E+17,https://twitter.com/HSaterMD/status/985981995552509952,,,,,,
OncologyTimes,4/16/2018 16:42,0,0,Enjoying the # AACR18? Be sure to join our poll below! # MondayMotivationhttps://twitter.com/OncologyTimes/status/985908590664876039 …,,,# #,9.85982E+17,https://twitter.com/OncologyTimes/status/985981833216253953,,,,,,
Genialis,4/16/2018 16:42,2,5,"Come say at Booth 3046. We'd be happy to show you how we can help simplify the analysis, interpretation, and management of your RNA-seq data. No bioinformatics expertise required (we promise). # AACR18 # AACR2018 pic.twitter.com/ADI4YJfSt9",,,# #,9.85982E+17,https://twitter.com/Genialis/status/985981778530680832,,,,,,
CRUKresearch,4/16/2018 16:42,0,0,"Hendrix: in contrast, the Nodal inhibitor lefty is not expressed in cancer cells. -SD # AACR18",,,#,9.85982E+17,https://twitter.com/CRUKresearch/status/985981698394509312,,,,,,
dvm23va,4/16/2018 16:42,0,2,Dr.Sharpless emphasized the importance of revamping clinical trials. # AACR2018 # NCI # clinicaltrialspic.twitter.com/QUEvuNOkcr,,,# # #,9.85982E+17,https://twitter.com/dvm23va/status/985981696293130241,,,,,,
ProfDanielKim,4/16/2018 16:41,9,15,Exciting new study from Gad Getz @ gaddyg @ broadinstitute @ BroadGenomics and @ IBM on using liquid biopsies to discover mechanisms of drug resistance in # cancer | @ AACR Annual Meeting # AACR18 pic.twitter.com/GBqOTosaNz,,@ @ @ @ @,# #,9.85982E+17,https://twitter.com/ProfDanielKim/status/985981624989962240,,,,,,
NCIadvocacy,4/16/2018 16:41,1,0,Questions for @ NCIDirector? Email them to NCIchat@aacr.org now. # AACR18 pic.twitter.com/iIVsibpWLg,,@ @aacr,#,9.85982E+17,https://twitter.com/NCIadvocacy/status/985981592962260992,,,,,,
AACR,4/16/2018 16:41,5,4,. @ NCIDirector sits down for a fireside chat with @ AACRPres Elizabeth Jaffee and Past AACR President Michael Caligiuri. # AACR18 pic.twitter.com/eNzaxtXy1q,,@ @,#,9.85981E+17,https://twitter.com/AACR/status/985981471868506114,,,,,,
soragnilab,4/16/2018 16:41,6,16,I like the @ NCIDirector # NCIFuture plan. Let’s make it happen # AACR18 pic.twitter.com/Z4YDBtB6rv,,@,# #,9.85981E+17,https://twitter.com/soragnilab/status/985981434568609794,,,,,,
CRUKresearch,4/16/2018 16:40,0,0,Hendrix: Nodal re-expression observed in many differences tumour types. Not expressed in normal tissue. Might also distinguish naevi that will progress to melanoma. -SD # AACR18,,,#,9.85981E+17,https://twitter.com/CRUKresearch/status/985981393204375552,,,,,,
dbergstrom1,4/16/2018 16:40,0,2,There’s still many hours of meetings left and they’re saying @ Starbucks is closed at the Chicago convention center? Ugh. # AACR18 # starbucksfailpic.twitter.com/Owlt5vaxFj,,@,# #,9.85981E+17,https://twitter.com/dbergstrom1/status/985981363970105344,,,,,,
SMImmunology,4/16/2018 16:40,0,0,Ask him to tell you the story of his millioner friend from Korea and why to be nice to people. Tell him to get on Twitter.,,,,9.85981E+17,https://twitter.com/SMImmunology/status/985981338816798723,,,,,,
lzamparo,4/16/2018 16:40,1,1,"Very encouraged that all this Cohen & Hannity nonsense is being drowned out of my Twitter feed by ppl tweeting at # AACR18. Please, for all our sakes, keep it up.",,,#,9.85981E+17,https://twitter.com/lzamparo/status/985981319636283398,,,,,,
IvyScience,4/16/2018 16:40,0,0,PennMedNews: And tomorrow at 3:00: Combination therapies involving # CART. PennCancer researchers show the specific kind of CAR matters when choosing the right checkpoint inhibitor partner (RoomS101). Watch for details here: # AACR18 http://www.pennmedicine.org/aacr18,,,# #,9.85981E+17,https://twitter.com/IvyScience/status/985981235754360838,,,,,,
JohnCendpts,4/16/2018 16:39,2,2,# AACR18: Roche spotlights promising subgroup responses for lung cancer combo with Tecentriq https://endpts.com/aacr18-roche-spotlights-promising-subgroup-responses-for-lung-cancer-combo-with-tecentriq/ …,,,#,9.85981E+17,https://twitter.com/JohnCendpts/status/985981092812517378,,,,,,
notablelabs,4/16/2018 16:39,0,2,"We were thrilled to present a Myelodysplastic Syndome (MDS) drug sensitivity screening poster with @ StanfordMed's Alex Aleshin and Peter Greenberg yesterday in Chicago at # AACR18 (abstract: https://bit.ly/2JRHTsr ), that identified novel subgroups of PARP inhibitor responses!pic.twitter.com/Qoyb5FNaxg",,@,#,9.85981E+17,https://twitter.com/notablelabs/status/985981063792156674,,,,,,
FDAOncology,4/16/2018 16:39,3,8,# FDAOncology @ BlumenthalG chairs this session! # AACR2018 https://twitter.com/AACR/status/985948538805870592 …,,@,# #,9.85981E+17,https://twitter.com/FDAOncology/status/985981061279690754,,,,,,
CRUKresearch,4/16/2018 16:39,0,0,Hendrix: Nodal signaling underpins cancer plasticity. Interesting target! -SD # AACR18,,,#,9.85981E+17,https://twitter.com/CRUKresearch/status/985981004623044608,,,,,,
endpts,4/16/2018 16:39,0,0,# AACR18: Roche spotlights promising subgroup responses for # lungcancer combo with Tecentriqhttps://endpts.com/aacr18-roche-spotlights-promising-subgroup-responses-for-lung-cancer-combo-with-tecentriq/ …,,,# #,9.85981E+17,https://twitter.com/endpts/status/985980909466869761,,,,,,
hopkinskimmel,4/16/2018 16:38,1,4,New @ AACRPres Elizabeth Jaffee is taking part in @ NCIDirector Norman Sharpless' Address and Chat with @ AACR Leaders on @ facebooklive at # AACR18. Watch the presentation here. https://www.facebook.com/aacr.org/videos/10156414664318631/ …pic.twitter.com/RXObbeaeur,,@ @ @ @,#,9.85981E+17,https://twitter.com/hopkinskimmel/status/985980891548803072,,,,,,
10xGenomics,4/16/2018 16:38,2,6,"10x Sample Prep Master, Jill Herschleb discussing our latest tumor dissociation protocol for # singlecell # RNAseq at the @ 10xgenomics and @miltenyibiotech Exhibitor Spotlight at # AACR18 http://bit.ly/2JRl47W pic.twitter.com/oH8tkWvhSl",,@ @miltenyibiotech,# # #,9.85981E+17,https://twitter.com/10xGenomics/status/985980826365112321,,,,,,
theNCI,4/16/2018 16:38,17,20,We have already made tremendous progress since the bad old days, when we did not understand much about the biology of many cancers. We now need to work together to realize the promise of cancer research for our patients. - @ NCIDirector # AACR18,,@,#,9.85981E+17,https://twitter.com/theNCI/status/985980798657589249,,,,,
CRUKresearch,4/16/2018 16:38,0,1,Hendrix: Nodal is expressed during normal embryonic development. Required to maintain pluripotency and patterning. Expression reactivated in tumours -SD # AACR18,,,#,9.85981E+17,https://twitter.com/CRUKresearch/status/985980653631168512,,,,,,
BethanyKerrLab,4/16/2018 16:37,3,4,@ KristineWadosky is starting now with a review of Rb in # ProstateCancer # aacr18 pic.twitter.com/sBwX9mZfz8,,@,# #,9.85981E+17,https://twitter.com/BethanyKerrLab/status/985980647180242944,,,,,,
MedResJourno,4/16/2018 16:37,2,1,@ NCIDirector's four key focus areas: 1) Workforce development 2) Basic Science 3) Big Data 4) Clinical trials. # AACR18 # NIH # NCI # cancerresearch,,@,# # # #,9.85981E+17,https://twitter.com/MedResJourno/status/985980616268271616,,,,,,
LordoMatt,4/16/2018 16:37,0,1,@ NCIDirector discussing future plans of the @ theNCI to accelerate and improve cancer research efforts at # AACR18 pic.twitter.com/yuijddSkAE,,@ @,#,9.8598E+17,https://twitter.com/LordoMatt/status/985980493479981063,,,,,,
PCF_Science,4/16/2018 16:37,3,8,Dr. @ KristineWadosky discusses Ezh2 as a dose-dependent mediator of # ProstateCancer aggressiveness and lineage transformation; NOW in room S405. # AACR18 # PCFfunded @ drleighellis @ DanaFarber @ RoswellPark https://buff.ly/2v5yJFa pic.twitter.com/qfmSNXdOzL,,@ @ @ @,# # #,9.8598E+17,https://twitter.com/PCF_Science/status/985980403730321410,,,,,,
LeonaKnox,4/16/2018 16:36,10,57,So proud to represent the needs of children at the “premier cancer research event in the world” with my great friend and colleague Donna Ludwinski! # AACR18 https://www.facebook.com/LeonaKnox5/posts/2010627175922951 …pic.twitter.com/mclquukwvo,,,#,9.8598E+17,https://twitter.com/LeonaKnox/status/985980287313211392,,,,,,
PennMedNews,4/16/2018 16:36,1,1,And tomorrow at 3:00: Combination therapies involving # CART. @ PennCancer researchers show the specific kind of CAR matters when choosing the right checkpoint inhibitor partner (RoomS101). Watch for details here: # AACR18 http://www.pennmedicine.org/aacr18,,@,# #,9.8598E+17,https://twitter.com/PennMedNews/status/985980278463221760,,,,,,
WayneLiangMD,4/16/2018 16:36,0,0,"The Good: Free, live broadcast # openscience The Bad: Terrible audio quality",,,#,9.8598E+17,https://twitter.com/WayneLiangMD/status/985980254777831424,,,,,,
CRUKresearch,4/16/2018 16:36,0,0,Hendrix: aggressive melanoma cells express multiple cellular phenotypes. -SD # AACR18,,,#,9.8598E+17,https://twitter.com/CRUKresearch/status/985980213497561088,,,,,,
LaurenRiley183,4/16/2018 16:36,0,0,The research was also recently published in the @ AACR journal Cancer Discovery. # AACR18 # forefront Read more about it: https://www.jefferson.edu/university/news/2018/03/26/Changing-schedule-for-melanoma-therapies-could-keep-cancer-at-bay.html …,,@,# #,9.8598E+17,https://twitter.com/LaurenRiley183/status/985980168790593537,,,,,,
LaurenRiley183,4/16/2018 16:36,1,3,"Dr. Jessica Teh @ KimmelCancerCtr presents research on how changing the administration schedules of MEK, CDK4/6inhibitor targeted therapies may shrink tumors, combat resistance in # melanoma # AACR18 @ AndrewEAplinpic.twitter.com/m4LLxsOXXK",,@ @,# #,9.8598E+17,https://twitter.com/LaurenRiley183/status/985980166240382978,,,,,,
Coryandar,4/16/2018 16:35,1,0,"Great presentation of a rational, synergistic drug combination, @ molina_arcas . The mechanistic understanding of drug combos is crucial! # AACR18 pic.twitter.com/f9MI5kvq67",,@,#,9.8598E+17,https://twitter.com/Coryandar/status/985980119591374849,,,,,,
PennMedNews,4/16/2018 16:35,1,1,"Plus, tomorrow at 1:00: Findings of a @ PennMedicine-led immunotherapy trial go beyond PD-1 and show an ability to hit a new target in head and neck cancer (Poster CT158, Section 42) Watch here for details: # AACR18 http://www.pennmedicine.org/aacr18",,@,#,9.8598E+17,https://twitter.com/PennMedNews/status/985980081053954049,,,,,,
plupo1,4/16/2018 16:35,2,3,@ mescheurer presenting data on the risk of neurotoxicity in Latino children with acute leukemia—assessing disparities in # ChildhoodCancer # AACR2018 @ TexasChildrens @ bcmhouston,,@ @ @,# #,9.8598E+17,https://twitter.com/plupo1/status/985980080735358982,,,,,,
NabaLabUIC,4/16/2018 16:35,0,1,Excellent talk by Remi Klotz from the Yu lab @ USC demonstrating the metastatic potential and tropism of breast-cancer-patient-derived # CTCs. # AACR18,,@,# #,9.8598E+17,https://twitter.com/NabaLabUIC/status/985980059361140736,,,,,,
PennMedNews,4/16/2018 16:35,0,1,Tomorrow at 4:20: @ PennCancer researchers will present findings showing the use of anti-PD-1 therapy pre-surgery in melanoma patients can identify those most likely to benefit (N Hall C) # AACR18 http://www.pennmedicine.org/Huang-Gangadar pic.twitter.com/zMxvC8FaJw,,@,#,9.8598E+17,https://twitter.com/PennMedNews/status/985979970681016322,,,,,,
NCIsysbio,4/16/2018 16:35,1,2,Stop by next door after the @ theNCI Director talk! # AACR18 @ NCIPhyScihttps://twitter.com/nci_ncip/status/985952231370477568 …,,@ @,#,9.8598E+17,https://twitter.com/NCIsysbio/status/985979938820980736,,,,,,
ProteinSimple,4/16/2018 16:35,0,2,"Attending AACR? Drop by booth #2231, our team is ready to meet you! # AACR18 pic.twitter.com/oGGdVyCuHW",,,#2231 #,9.8598E+17,https://twitter.com/ProteinSimple/status/985979934693888002,,,,,,
CellPressNews,4/16/2018 16:35,0,1,Read the latest research in # cancer and # immunology with this Cell Press Selection: # Immune Checkpoints in # Cancer # Therapy # AACR18 http://bit.ly/2H2IY2J,,,# # # # # #,9.8598E+17,https://twitter.com/CellPressNews/status/985979917765627904,,,,,,
CRUKresearch,4/16/2018 16:35,0,0,Hendrix: conventional therapies do not target tumour cells that express the embryonic protein Nodal. -SD # AACR18,,,#,9.8598E+17,https://twitter.com/CRUKresearch/status/985979903983177729,,,,,,
activemotif,4/16/2018 16:34,4,2,"You stop by booth 2353, we’ll handle the rest. Your epigenetics experts are here # aacr2018 pic.twitter.com/FSJt5rguvX",,,#,9.8598E+17,https://twitter.com/activemotif/status/985979855333289985,,,,,,
theNCI,4/16/2018 16:34,5,6,NCI's Community Oncology Research Program brings clinical trials to people in their communities https://ncorp.cancer.gov/ # AACR18 pic.twitter.com/l2pnmi4ewA,,,#,9.8598E+17,https://twitter.com/theNCI/status/985979787620634624,,,,,,
MedResJourno,4/16/2018 16:34,2,3,"@ NCIDirector: better clinical trials mean getting rid of unnecessary exclusion criteria and confusing consent forms; central IRBs; trials with innovative design, to find inactive agents quickly and thereby prioritize good drugs for further testing. # NCI # AACR18",,@,# #,9.8598E+17,https://twitter.com/MedResJourno/status/985979750220009473,,,,,,
_aalexa_,4/16/2018 16:33,0,0,Very nice study and talk on triple-negative breast cancer using a PDX model system by Elisabetta Marangoni # AACR18 # cancer models # biomarker discoverypic.twitter.com/mT4k4VWkeJ,,,# # #,9.8598E+17,https://twitter.com/_aalexa_/status/985979597354389504,,,,,,
CRUKresearch,4/16/2018 16:33,0,0,Hendrix: poorly differentiated tumour cells and embryonic progenitors share pathways. -SD # AACR18,,,#,9.8598E+17,https://twitter.com/CRUKresearch/status/985979579146952716,,,,,,
theNCI,4/16/2018 16:33,5,8,We need to think about # ClinicalTrials differently and see drug development through the lens of a health-service researcher. We also need to use the tools of big data and data aggregation. - @ NCIDirector # AACR18,,@,# #,9.8598E+17,https://twitter.com/theNCI/status/985979566794657794,,,,,,
NCI_CSSI,4/16/2018 16:33,4,12,". @ theNCI director discusses how The National Cancer Institute will focus on # CancerTraining, # BasicResearch, # BigData, & # ClinicalTrials to convene, lead, & make a difference for the greater # CancerResearch community. # LearnFromEveryPatient # AACR18 # PrecisionMedicine # opendatapic.twitter.com/m3PgI4hyBa",,@,# # # # # # # # #,9.8598E+17,https://twitter.com/NCI_CSSI/status/985979516584693760,,,,,,
FDAOncology,4/16/2018 16:33,3,3,"FDA Priorities: A Conversation with Deputy Commissioner Anna Abram # AACR18 Tues 4/17, 1pm, Room S401bcd - McCormick Place South (Level 4) http://www.abstractsonline.com/pp8/#!/4562/session/1073 …",,,# #,9.8598E+17,https://twitter.com/FDAOncology/status/985979507353022466,,,,,,
UWCarbone,4/16/2018 16:33,3,8,Karla Esbona of # UWCarbone’s Translational Research Initiatives in Pathology (TRIP) presents to an # AACR18 attendee interested in her research on COX-2 and tumor-associated macrophages as markers in invasive # breastcancerpic.twitter.com/HKxLG3DByu,,,# # #,9.85979E+17,https://twitter.com/UWCarbone/status/985979446485241856,,,,,,
