username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,
NCIgenomics,4/20/2015 10:45,0,0,,,# #,5.90164E+17,https://twitter.com/NCIgenomics/status/590164421655269377,,,
slgoff_SB,4/20/2015 10:45,1,0,,,# #,5.90164E+17,https://twitter.com/slgoff_SB/status/590164401891758081,,,
EKrolikiewicz,4/20/2015 10:45,0,0,,@,#,5.90164E+17,https://twitter.com/EKrolikiewicz/status/590164379116511233,,,
GENbio,4/20/2015 10:44,1,1,,@,#,5.90164E+17,https://twitter.com/GENbio/status/590164248078221312,,,
d2merino,4/20/2015 10:44,0,1,,,# # #,5.90164E+17,https://twitter.com/d2merino/status/590164130348183552,,,
NCIgenomics,4/20/2015 10:44,2,1,,@,# #,5.90164E+17,https://twitter.com/NCIgenomics/status/590164118004506624,,,
MarkGerstein,4/20/2015 10:44,1,1,,,#,5.90164E+17,https://twitter.com/MarkGerstein/status/590164032776232960,,,
nanostringtech,4/20/2015 10:43,0,1,,,# #,5.90164E+17,https://twitter.com/nanostringtech/status/590163947384373248,,,
agwaterson,4/20/2015 10:43,0,0,,,#,5.90164E+17,https://twitter.com/agwaterson/status/590163904568885248,,,
euraxess_na,4/20/2015 10:43,5,3,,@,# # # #,5.90164E+17,https://twitter.com/euraxess_na/status/590163880502042624,,,
VanAllenLab,4/20/2015 10:43,1,1,,@ @,# #,5.90164E+17,https://twitter.com/VanAllenLab/status/590163855306817536,,,
cancerassassin1,4/20/2015 10:43,0,1,,@ @ @,#,5.90164E+17,https://twitter.com/cancerassassin1/status/590163802408247296,,,
MarijnvanJaarsv,4/20/2015 10:42,0,0,,,#,5.90164E+17,https://twitter.com/MarijnvanJaarsv/status/590163655242690560,,,
cnag_eu,4/20/2015 10:42,0,1,,,#,5.90164E+17,https://twitter.com/cnag_eu/status/590163552092168193,,,
YourDiseaseRisk,4/20/2015 10:40,0,0,,@ @,,5.90163E+17,https://twitter.com/YourDiseaseRisk/status/590163054459015168,,,
Wanda_Lucas,4/20/2015 10:40,0,0,,@ @ @,# #,5.90163E+17,https://twitter.com/Wanda_Lucas/status/590163011316408320,,,
bissanao,4/20/2015 10:39,3,2,,@ @,#,5.90163E+17,https://twitter.com/bissanao/status/590162978114248706,,,
OgilvyCambridge,4/20/2015 10:39,0,0,,,# # #,5.90163E+17,https://twitter.com/OgilvyCambridge/status/590162853652340737,,,
GENbio,4/20/2015 10:38,0,1,,@,#,5.90163E+17,https://twitter.com/GENbio/status/590162741001900032,,,
EndoCancer,4/20/2015 10:38,0,0,,,#,5.90163E+17,https://twitter.com/EndoCancer/status/590162702363975680,,,
ZskiTexas,4/20/2015 10:38,1,1,,@,# #,5.90163E+17,https://twitter.com/ZskiTexas/status/590162576119439360,,,
kerrygrens,4/20/2015 10:37,2,1,,,#,5.90162E+17,https://twitter.com/kerrygrens/status/590162402173448192,,,
Physiomics,4/20/2015 10:37,0,0,,,#,5.90162E+17,https://twitter.com/Physiomics/status/590162391347900416,,,
AndreaMiyahira,4/20/2015 10:37,1,0,,@,# #,5.90162E+17,https://twitter.com/AndreaMiyahira/status/590162375602528256,,,
gumedcenter,4/20/2015 10:37,2,3,,@,# # # #,5.90162E+17,https://twitter.com/gumedcenter/status/590162356250013697,,,
PamelaJMahoney,4/20/2015 10:37,0,0,,@,# #,5.90162E+17,https://twitter.com/PamelaJMahoney/status/590162316089372672,,,
nanostringtech,4/20/2015 10:37,2,1,,,# #,5.90162E+17,https://twitter.com/nanostringtech/status/590162307755462657,,,
JeamesSailor,4/20/2015 10:37,0,1,,@,# #,5.90162E+17,https://twitter.com/JeamesSailor/status/590162294358716417,,,
BethanyKerrLab,4/20/2015 10:37,0,0,,,# # #,5.90162E+17,https://twitter.com/BethanyKerrLab/status/590162256987607040,,,
WCM_MeyerCancer,4/20/2015 10:36,0,2,,,#,5.90162E+17,https://twitter.com/WCM_MeyerCancer/status/590162212368609282,,,
Visabl_dot_com,4/20/2015 10:36,0,0,,,# # #,5.90162E+17,https://twitter.com/Visabl_dot_com/status/590162039126929408,,,
Proteintech,4/20/2015 10:35,0,0,,,#,5.90162E+17,https://twitter.com/Proteintech/status/590161974115360768,,,
JeamesSailor,4/20/2015 10:35,0,1,,@,# #,5.90162E+17,https://twitter.com/JeamesSailor/status/590161884994633728,,,
kerrygrens,4/20/2015 10:35,1,2,,,#,5.90162E+17,https://twitter.com/kerrygrens/status/590161880070623232,,,
ZskiTexas,4/20/2015 10:35,0,0,,@,#,5.90162E+17,https://twitter.com/ZskiTexas/status/590161845501079554,,,
T3Cancer,4/20/2015 10:35,0,0,,@,#,5.90162E+17,https://twitter.com/T3Cancer/status/590161792200024064,,,
EndNoteNews,4/20/2015 10:34,0,0,,,#1912 #,5.90162E+17,https://twitter.com/EndNoteNews/status/590161663095078913,,,
ZskiTexas,4/20/2015 10:34,0,0,,@,#,5.90162E+17,https://twitter.com/ZskiTexas/status/590161540566781952,,,
PharmSource,4/20/2015 10:33,0,0,,@,#,5.90161E+17,https://twitter.com/PharmSource/status/590161396870074369,,,
discoverPHL,4/20/2015 10:33,0,0,,@,# # #,5.90161E+17,https://twitter.com/discoverPHL/status/590161271028342784,,,
ChanRUK,4/20/2015 10:32,0,0,,,#,5.90161E+17,https://twitter.com/ChanRUK/status/590161186576064512,,,
MyelomaTeacher,4/20/2015 10:32,0,0,,@,# # # # # # #,5.90161E+17,https://twitter.com/MyelomaTeacher/status/590161157681504256,,,
mazlat10,4/20/2015 10:32,0,0,,@CaptainFuture__,#,5.90161E+17,https://twitter.com/mazlat10/status/590161049459929089,,,
KarenCollinsRD,4/20/2015 10:32,0,0,,@,#,5.90161E+17,https://twitter.com/KarenCollinsRD/status/590161048704913409,,,
Asthika,4/20/2015 10:32,0,0,,@,#,5.90161E+17,https://twitter.com/Asthika/status/590161027700019201,,,
ajtMD,4/20/2015 10:31,0,3,,,# # #,5.90161E+17,https://twitter.com/ajtMD/status/590160912289550336,,,
CRUKOxford,4/20/2015 10:31,2,1,,@,#,5.90161E+17,https://twitter.com/CRUKOxford/status/590160895701078016,,,
DebiopharmNews,4/20/2015 10:31,0,0,,,# #689 #123,5.90161E+17,https://twitter.com/DebiopharmNews/status/590160841745571840,,,
MilliporeSigma,4/20/2015 10:31,0,1,,,# # # #,5.90161E+17,https://twitter.com/MilliporeSigma/status/590160822053249024,,,
KarenCollinsRD,4/20/2015 10:31,1,0," including the most difficult-to-treat HER2+ & triple-negative subtypes.” # AACR15""",,@,#,5.90161E+17,https://twitter.com/KarenCollinsRD/status/590160789178163201,,
DrugTargetRev,4/20/2015 10:31,0,0,,,# #,5.90161E+17,https://twitter.com/DrugTargetRev/status/590160781767024640,,,
Proteintech,4/20/2015 10:30,0,0,,,#,5.90161E+17,https://twitter.com/Proteintech/status/590160687277674497,,,
STEMCELLTech,4/20/2015 10:30,0,1,,,#,5.90161E+17,https://twitter.com/STEMCELLTech/status/590160665047891968,,,
GuardantHealth,4/20/2015 10:30,1,2,,,#1157 # #,5.90161E+17,https://twitter.com/GuardantHealth/status/590160587730083840,,,
nanostringtech,4/20/2015 10:30,0,1,,,# #,5.90161E+17,https://twitter.com/nanostringtech/status/590160576631812096,,,
LHA_IR_PR,4/20/2015 10:30,1,1,,,# #,5.90161E+17,https://twitter.com/LHA_IR_PR/status/590160513432182785,,,
nixon786,4/20/2015 10:29,0,0,,,#,5.9016E+17,https://twitter.com/nixon786/status/590160320364175361,,,
molcasestud,4/20/2015 10:29,1,0,,,#,5.9016E+17,https://twitter.com/molcasestud/status/590160279708786688,,,
ListeningToFilm,4/20/2015 10:29,0,0,,,#,5.9016E+17,https://twitter.com/ListeningToFilm/status/590160255511879680,,,
nanostringtech,4/20/2015 10:28,0,0,,,# #,5.9016E+17,https://twitter.com/nanostringtech/status/590160204261654529,,,
EndNoteNews,4/20/2015 10:28,0,0,,,#1912 #,5.9016E+17,https://twitter.com/EndNoteNews/status/590160160028491776,,,
MilliporeSigma,4/20/2015 10:28,1,2,,,# # #,5.9016E+17,https://twitter.com/MilliporeSigma/status/590160053187047424,,,
twimatometaru,4/20/2015 10:28,0,0,,,#,5.9016E+17,https://twitter.com/twimatometaru/status/590160039211573248,,,
Aiims1742,4/20/2015 10:27,0,2,,@ @ @,# # #,5.9016E+17,https://twitter.com/Aiims1742/status/590159830683365376,,,
DABinbiotech,4/20/2015 10:26,0,1,,@,# # # # # # #,5.9016E+17,https://twitter.com/DABinbiotech/status/590159640761081856,,,
md_stewart,4/20/2015 10:25,1,0,,,# #,5.90159E+17,https://twitter.com/md_stewart/status/590159478789644288,,,
nanostringtech,4/20/2015 10:25,1,1,,,# # #,5.90159E+17,https://twitter.com/nanostringtech/status/590159431784075264,,,
h_fakhr,4/20/2015 10:24,0,1,,,#,5.90159E+17,https://twitter.com/h_fakhr/status/590159207313367040,,,
maki_kitamura,4/20/2015 10:24,0,0,,@,#,5.90159E+17,https://twitter.com/maki_kitamura/status/590159130578591745,,,
Expedeon1,4/20/2015 10:24,0,0,,@booth,#1963 # #,5.90159E+17,https://twitter.com/Expedeon1/status/590159043068559361,,,
AppliedBio,4/20/2015 10:24,0,0,,,# #1837 #1841,5.90159E+17,https://twitter.com/AppliedBio/status/590158996725567488,,,
teamoncology,4/20/2015 10:23,1,2,,@,#,5.90159E+17,https://twitter.com/teamoncology/status/590158775610257408,,,
FewHits,4/20/2015 10:22,5,2,,,# # # # # #,5.90159E+17,https://twitter.com/FewHits/status/590158585323196417,,,
HorizonDx_news,4/20/2015 10:21,0,0,,,#,5.90158E+17,https://twitter.com/HorizonDx_news/status/590158458638487552,,,
nanostringtech,4/20/2015 10:21,0,1,,,#,5.90158E+17,https://twitter.com/nanostringtech/status/590158410508828672,,,
smerv,4/20/2015 10:18,2,0,,,# #,5.90158E+17,https://twitter.com/smerv/status/590157587053551616,,,
RainDanceTech,4/20/2015 10:17,1,1,,,# # # # #,5.90157E+17,https://twitter.com/RainDanceTech/status/590157263345713152,,,
smerv,4/20/2015 10:16,0,0,,,# #,5.90157E+17,https://twitter.com/smerv/status/590157200552628224,,,
nanostringtech,4/20/2015 10:16,2,0,,,#,5.90157E+17,https://twitter.com/nanostringtech/status/590157083204526080,,,
JacksonImmunoR,4/20/2015 10:16,0,0,,,#,5.90157E+17,https://twitter.com/JacksonImmunoR/status/590157002678083584,,,
fluidigm,4/20/2015 10:16,0,0,,@,# # #,5.90157E+17,https://twitter.com/fluidigm/status/590156967945052161,,,
itenente,4/20/2015 10:15,0,0,,@Pennsylvania,#,5.90157E+17,https://twitter.com/itenente/status/590156903914811392,,,
SpringerNature,4/20/2015 10:15,0,0,,@,# #,5.90157E+17,https://twitter.com/SpringerNature/status/590156887427022850,,,
SitemanCenter,4/20/2015 10:15,1,3,,@,#,5.90157E+17,https://twitter.com/SitemanCenter/status/590156874969964544,,,
JNCI_Now,4/20/2015 10:15,1,0,,,#,5.90157E+17,https://twitter.com/JNCI_Now/status/590156752294805506,,,
PKILifeScience,4/20/2015 10:15,1,0,,,#,5.90157E+17,https://twitter.com/PKILifeScience/status/590156744283856896,,,
coffeemommy,4/20/2015 10:14,1,1,,,#,5.90157E+17,https://twitter.com/coffeemommy/status/590156656895332352,,,
DrMisialek,4/20/2015 10:14,1,1,,@ @ @ @ @,# #,5.90157E+17,https://twitter.com/DrMisialek/status/590156645298216960,,,
GEHealthcare,4/20/2015 10:14,0,1,,,#2035 #,5.90157E+17,https://twitter.com/GEHealthcare/status/590156526079315969,,,
nanostringtech,4/20/2015 10:14,0,0,,,# # #,5.90157E+17,https://twitter.com/nanostringtech/status/590156505493667840,,,
notSoJunkDNA,4/20/2015 10:13,0,2,,@,#,5.90156E+17,https://twitter.com/notSoJunkDNA/status/590156440209330176,,,
PacBio,4/20/2015 10:13,4,3,,,#,5.90156E+17,https://twitter.com/PacBio/status/590156331010678784,,,
UCCancerCenter,4/20/2015 10:13,1,1,,,#962 #,5.90156E+17,https://twitter.com/UCCancerCenter/status/590156299071008768,,,
nanostringtech,4/20/2015 10:12,0,0,,,# #,5.90156E+17,https://twitter.com/nanostringtech/status/590156162118582272,,,
Senology,4/20/2015 10:11,1,0,,,# # # #,5.90156E+17,https://twitter.com/Senology/status/590155888922599424,,,
DougSharp3,4/20/2015 10:11,0,0,,,# #,5.90156E+17,https://twitter.com/DougSharp3/status/590155869574266880,,,
DrSuePearson,4/20/2015 10:10,0,0,,@,#pharma #,5.90156E+17,https://twitter.com/DrSuePearson/status/590155644801519616,,,
jloukissas,4/20/2015 10:10,3,0,,@,# #,5.90156E+17,https://twitter.com/jloukissas/status/590155592125325312,,,
JNCI_Now,4/20/2015 10:10,0,0,,,#,5.90155E+17,https://twitter.com/JNCI_Now/status/590155475204767745,,,
AACR,4/20/2015 10:10,1,5,,,# #,5.90155E+17,https://twitter.com/AACR/status/590155474143748096,,,
JNCI_Now,4/20/2015 10:10,0,0,,,#,5.90155E+17,https://twitter.com/JNCI_Now/status/590155472407138304,,,
JNCI_Now,4/20/2015 10:10,0,0,,,#,5.90155E+17,https://twitter.com/JNCI_Now/status/590155471308206080,,,
JNCI_Now,4/20/2015 10:10,0,2," MD # AACR15""",,,#,5.90155E+17,https://twitter.com/JNCI_Now/status/590155470007996416,,
DrMisialek,4/20/2015 10:09,3,4,,@,#,5.90155E+17,https://twitter.com/DrMisialek/status/590155377582419968,,,
idtdna,4/20/2015 10:09,5,3,,,# #,5.90155E+17,https://twitter.com/idtdna/status/590155222795755520,,,
EmboMolMed,4/20/2015 10:08,0,0,,@,#,5.90155E+17,https://twitter.com/EmboMolMed/status/590155167330394112,,,
EmboMolMed,4/20/2015 10:08,0,0,,@ @,#,5.90155E+17,https://twitter.com/EmboMolMed/status/590155157410881536,,,
aftimosp,4/20/2015 10:08,0,1,,,# #,5.90155E+17,https://twitter.com/aftimosp/status/590155142789476353,,,
BMC_series,4/20/2015 10:07,0,0,,,# #,5.90155E+17,https://twitter.com/BMC_series/status/590154756653457408,,,
Chocopaco49,4/20/2015 10:06,4,4,,@ @,#,5.90155E+17,https://twitter.com/Chocopaco49/status/590154640550973440,,,
NCIgenomics,4/20/2015 10:06,1,1,,,# #,5.90155E+17,https://twitter.com/NCIgenomics/status/590154560938897408,,,
Tocris,4/20/2015 10:05,1,1,,,# #,5.90154E+17,https://twitter.com/Tocris/status/590154354713354240,,,
biospace,4/20/2015 10:05,1,1,,,#,5.90154E+17,https://twitter.com/biospace/status/590154322911961088,,,
CellPressNews,4/20/2015 10:05,0,0,,,#,5.90154E+17,https://twitter.com/CellPressNews/status/590154321834147840,,,
MyelomaTeacher,4/20/2015 10:05,1,0,,,# # # # #,5.90154E+17,https://twitter.com/MyelomaTeacher/status/590154254939197440,,,
JNCI_Now,4/20/2015 10:05,0,0,,,#,5.90154E+17,https://twitter.com/JNCI_Now/status/590154219631443968,,,
JNCI_Now,4/20/2015 10:05,1,1,,,#,5.90154E+17,https://twitter.com/JNCI_Now/status/590154216888381441,,,
JNCI_Now,4/20/2015 10:05,0,2,,,#,5.90154E+17,https://twitter.com/JNCI_Now/status/590154215797829634,,,
DABinbiotech,4/20/2015 10:04,0,1,,@,# # # #,5.90154E+17,https://twitter.com/DABinbiotech/status/590154184118427648,,,
NCIgenomics,4/20/2015 10:04,0,0,,,#,5.90154E+17,https://twitter.com/NCIgenomics/status/590154176178610176,,,
Aiims1742,4/20/2015 10:04,1,0,,,# # # #,5.90154E+17,https://twitter.com/Aiims1742/status/590154101494837251,,,
eyedoc333,4/20/2015 10:04,0,0,,,# #,5.90154E+17,https://twitter.com/eyedoc333/status/590154048860516352,,,
biospace,4/20/2015 10:04,1,1,,@,# #,5.90154E+17,https://twitter.com/biospace/status/590153981743108096,,,
da_post,4/20/2015 10:04,0,0,,@MeyerCancerWCMC @,#,5.90154E+17,https://twitter.com/da_post/status/590153959953797120,,,
NCIgenomics,4/20/2015 10:03,0,0,,,#,5.90154E+17,https://twitter.com/NCIgenomics/status/590153748900610048,,,
nanostringtech,4/20/2015 10:03,0,0,,,#,5.90154E+17,https://twitter.com/nanostringtech/status/590153748028219392,,,
Roche,4/20/2015 10:02,5,8,,,# #,5.90154E+17,https://twitter.com/Roche/status/590153597196861440,,,
cancerassassin1,4/20/2015 10:02,0,1,,@,# # #,5.90154E+17,https://twitter.com/cancerassassin1/status/590153560832217088,,,
siddarthchada,4/20/2015 10:02,0,0,,@ @BrandenMuhl,#,5.90154E+17,https://twitter.com/siddarthchada/status/590153530587144192,,,
DebiopharmNews,4/20/2015 10:02,0,0,,,# # #,5.90154E+17,https://twitter.com/DebiopharmNews/status/590153527005224961,,,
DrugInfoAssn,4/20/2015 10:02,0,1,,,# #360,5.90154E+17,https://twitter.com/DrugInfoAssn/status/590153503663792128,,,
illumina,4/20/2015 10:01,6,2,,,#,5.90153E+17,https://twitter.com/illumina/status/590153406460854273,,,
biospace,4/20/2015 10:01,0,1,,@ @,# # #,5.90153E+17,https://twitter.com/biospace/status/590153386399404032,,,
Proteintech,4/20/2015 10:01,0,0,,,#,5.90153E+17,https://twitter.com/Proteintech/status/590153283722969088,,,
myKnowtions,4/20/2015 10:01,0,1,,,# # #,5.90153E+17,https://twitter.com/myKnowtions/status/590153272167690240,,,
genentech,4/20/2015 10:00,1,1,,,#,5.90153E+17,https://twitter.com/genentech/status/590153186163429376,,,
CHOP_Research,4/20/2015 10:00,0,0,,@ @,#,5.90153E+17,https://twitter.com/CHOP_Research/status/590153087802679296,,,
Aiims1742,4/20/2015 10:00,2,1,,@,# # #,5.90153E+17,https://twitter.com/Aiims1742/status/590153073441538048,,,
KimmelCancerCtr,4/20/2015 10:00,1,0,,,# # #,5.90153E+17,https://twitter.com/KimmelCancerCtr/status/590153064952168449,,,
CPMcCrimmon,4/20/2015 10:00,1,0,,@ @,# #,5.90153E+17,https://twitter.com/CPMcCrimmon/status/590153059705159680,,,
EndNoteNews,4/20/2015 10:00,0,0,,,# #1912,5.90153E+17,https://twitter.com/EndNoteNews/status/590152974149627904,,,
bmsnews,4/20/2015 10:00,9,5,,@,# # #,5.90153E+17,https://twitter.com/bmsnews/status/590152948010868736,,,
Wanda_Lucas,4/20/2015 9:59,2,1,,@,#,5.90153E+17,https://twitter.com/Wanda_Lucas/status/590152908613771264,,,
coffeemommy,4/20/2015 9:59,1,3,,@ @ @,#,5.90153E+17,https://twitter.com/coffeemommy/status/590152825839071233,,,
genomeresearch,4/20/2015 9:58,4,3,,@ldemare @ @,# #,5.90153E+17,https://twitter.com/genomeresearch/status/590152647908454400,,,
Aiims1742,4/20/2015 9:58,2,2,,@ @ @,# # # # #,5.90153E+17,https://twitter.com/Aiims1742/status/590152582288506880,,,
Pharmacyclics,4/20/2015 9:58,1,0,,,# #,5.90153E+17,https://twitter.com/Pharmacyclics/status/590152570657603584,,,
Bio_SB,4/20/2015 9:55,2,1,,,#,5.90152E+17,https://twitter.com/Bio_SB/status/590151882821144577,,,
NCIgenomics,4/20/2015 9:55,0,0,,,#,5.90152E+17,https://twitter.com/NCIgenomics/status/590151877230252033,,,
amedinacol,4/20/2015 9:55,0,0,,,#,5.90152E+17,https://twitter.com/amedinacol/status/590151845647163392,,,
jamienholloway,4/20/2015 9:54,2,2,,@ @,#1 # #,5.90152E+17,https://twitter.com/jamienholloway/status/590151518541721600,,,
Pharmacyclics,4/20/2015 9:53,0,1,,,# # #,5.90151E+17,https://twitter.com/Pharmacyclics/status/590151414313144321,,,
NCIgenomics,4/20/2015 9:53,0,0,,,#,5.90151E+17,https://twitter.com/NCIgenomics/status/590151400170119168,,,
Kathleen_Gavin,4/20/2015 9:53,0,1,,,#,5.90151E+17,https://twitter.com/Kathleen_Gavin/status/590151366473080832,,,
weldeiry,4/20/2015 9:52,0,3,,@ @,#,5.90151E+17,https://twitter.com/weldeiry/status/590151142384017408,,,
cancerassassin1,4/20/2015 9:52,0,2,,@,# # #,5.90151E+17,https://twitter.com/cancerassassin1/status/590151077535866880,,,
EndoCancer,4/20/2015 9:52,1,0,,,#,5.90151E+17,https://twitter.com/EndoCancer/status/590150964084133888,,,
slgoff_SB,4/20/2015 9:52,0,0,,,#,5.90151E+17,https://twitter.com/slgoff_SB/status/590150946111492096,,,
AATI_US,4/20/2015 9:51,1,0,,@,# # #,5.90151E+17,https://twitter.com/AATI_US/status/590150710114852865,,,
vmlucey,4/20/2015 9:51,0,0,,,#,5.90151E+17,https://twitter.com/vmlucey/status/590150707615035392,,,
Senology,4/20/2015 9:50,0,1,,,# #,5.90151E+17,https://twitter.com/Senology/status/590150636441833475,,,
sloan_kettering,4/20/2015 9:50,6,4,,@ @,# # #,5.90151E+17,https://twitter.com/sloan_kettering/status/590150630544711680,,,
DanBudwick,4/20/2015 9:50,0,2,,@ @ @ @,#,5.90151E+17,https://twitter.com/DanBudwick/status/590150603575263232,,,
GiacomoCanesin,4/20/2015 9:50,1,0,,@,# # # # #,5.90151E+17,https://twitter.com/GiacomoCanesin/status/590150588043808768,,,
md_rogue,4/20/2015 9:50,0,1,,@ @ @ @,# # # # #,5.90151E+17,https://twitter.com/md_rogue/status/590150542686613504,,,
NCIEpi,4/20/2015 9:50,0,0,,@ @NCIExhibits,# #,5.90151E+17,https://twitter.com/NCIEpi/status/590150522407100416,,,
TAPBiosystems,4/20/2015 9:50,0,0,,@,#pharma #,5.9015E+17,https://twitter.com/TAPBiosystems/status/590150495978807296,,,
NBTStweets,4/20/2015 9:49,1,3,,@,#,5.9015E+17,https://twitter.com/NBTStweets/status/590150179958829056,,,
NCIgenomics,4/20/2015 9:49,0,0,,,#,5.9015E+17,https://twitter.com/NCIgenomics/status/590150176469291008,,,
PHLLifeSciences,4/20/2015 9:48,3,0,,,# #,5.9015E+17,https://twitter.com/PHLLifeSciences/status/590150094516805633,,,
BioDiscoveryInc,4/20/2015 9:48,0,0,,,# #,5.9015E+17,https://twitter.com/BioDiscoveryInc/status/590149947913334785,,,
DougSharp3,4/20/2015 9:48,0,0,,,#3 # #,5.9015E+17,https://twitter.com/DougSharp3/status/590149926660734977,,,
108dragonsx,4/20/2015 9:47,0,0,,@ @,,5.9015E+17,https://twitter.com/108dragonsx/status/590149817743101952,,,
NorgenBiotek,4/20/2015 9:47,0,0,,,# #1251,5.9015E+17,https://twitter.com/NorgenBiotek/status/590149755659018240,,,
NCIgenomics,4/20/2015 9:46,0,0,,,#,5.9015E+17,https://twitter.com/NCIgenomics/status/590149646783275008,,,
DrMisialek,4/20/2015 9:46,0,0,,@ @,# # #,5.9015E+17,https://twitter.com/DrMisialek/status/590149574620229632,,,
sitcancer,4/20/2015 9:46,0,0,,,# # #,5.9015E+17,https://twitter.com/sitcancer/status/590149572208492544,,,
amandayarnell,4/20/2015 9:46,1,1,,,#,5.9015E+17,https://twitter.com/amandayarnell/status/590149564797161472,,,
JExpMed,4/20/2015 9:46,1,0,,,#,5.9015E+17,https://twitter.com/JExpMed/status/590149508891279360,,,
miltenyibiotec,4/20/2015 9:46,1,1,,,#,5.90149E+17,https://twitter.com/miltenyibiotec/status/590149481674448897,,,
RLobb,4/20/2015 9:46,3,0,,,# #,5.90149E+17,https://twitter.com/RLobb/status/590149458156990464,,,
WCM_MeyerCancer,4/20/2015 9:45,4,0,,@,#,5.90149E+17,https://twitter.com/WCM_MeyerCancer/status/590149307484995584,,,
BioMedCentral,4/20/2015 9:45,1,0,,,# #,5.90149E+17,https://twitter.com/BioMedCentral/status/590149213247397888,,,
AACR,4/20/2015 9:45,2,1,,,#,5.90149E+17,https://twitter.com/AACR/status/590149190292004864,,,
Biossusa,4/20/2015 9:45,1,1,,,#1044 #,5.90149E+17,https://twitter.com/Biossusa/status/590149182356398081,,,
NCIgenomics,4/20/2015 9:44,0,0,,,#,5.90149E+17,https://twitter.com/NCIgenomics/status/590148996032819200,,,
WCM_MeyerCancer,4/20/2015 9:44,14,4,,@,#,5.90149E+17,https://twitter.com/WCM_MeyerCancer/status/590148955968770049,,,
Aurora_Cancer,4/20/2015 9:43,0,0,,@,# #,5.90149E+17,https://twitter.com/Aurora_Cancer/status/590148902843744256,,,
EndoCancer,4/20/2015 9:43,1,0,,,#,5.90149E+17,https://twitter.com/EndoCancer/status/590148875366887424,,,
md_rogue,4/20/2015 9:43,0,1,,@ @ @,# # #,5.90149E+17,https://twitter.com/md_rogue/status/590148857754943490,,,
SyLapostolle,4/20/2015 9:43,0,0,,,#,5.90149E+17,https://twitter.com/SyLapostolle/status/590148818664038400,,,
meetPHL,4/20/2015 9:42,1,1,,@ @ @ @,,5.90148E+17,https://twitter.com/meetPHL/status/590148458830520320,,,
StuckInStock,4/20/2015 9:42,0,1,,,#,5.90148E+17,https://twitter.com/StuckInStock/status/590148458276847616,,,
miltenyibiotec,4/20/2015 9:42,2,2,,,# #,5.90148E+17,https://twitter.com/miltenyibiotec/status/590148452073525248,,,
NCIgenomics,4/20/2015 9:42,0,0,,@,#,5.90148E+17,https://twitter.com/NCIgenomics/status/590148417827012608,,,
sloan_kettering,4/20/2015 9:41,1,3,,@,#,5.90148E+17,https://twitter.com/sloan_kettering/status/590148364240605184,,,
NCIgenomics,4/20/2015 9:41,0,1,,@,#,5.90148E+17,https://twitter.com/NCIgenomics/status/590148186058137600,,,
RnDSystems,4/20/2015 9:41,2,2,,,#,5.90148E+17,https://twitter.com/RnDSystems/status/590148168081367040,,,
Wanda_Lucas,4/20/2015 9:40,0,1,,@,# #,5.90148E+17,https://twitter.com/Wanda_Lucas/status/590148071977254912,,,
NCIgenomics,4/20/2015 9:39,5,4,,,#,5.90148E+17,https://twitter.com/NCIgenomics/status/590147857388273665,,,
DrMisialek,4/20/2015 9:39,5,2,,@ @,# #,5.90148E+17,https://twitter.com/DrMisialek/status/590147747413655552,,,
meetPHL,4/20/2015 9:39,2,1,,@,# #,5.90148E+17,https://twitter.com/meetPHL/status/590147741239681024,,,
md_rogue,4/20/2015 9:39,0,0,,@ @ @,# #2 # # #,5.90148E+17,https://twitter.com/md_rogue/status/590147683903475712,,,
NCIgenomics,4/20/2015 9:37,1,1,,,#,5.90147E+17,https://twitter.com/NCIgenomics/status/590147308609732608,,,
DrMisialek,4/20/2015 9:36,0,1,,@ @ @,# #,5.90147E+17,https://twitter.com/DrMisialek/status/590146929369210880,,,
NCIgenomics,4/20/2015 9:35,0,1,,,#,5.90147E+17,https://twitter.com/NCIgenomics/status/590146703640109057,,,
DrMisialek,4/20/2015 9:34,1,2,,@ @,# #,5.90147E+17,https://twitter.com/DrMisialek/status/590146580029779969,,,
novusbio,4/20/2015 9:34,0,0,,,#2135 #,5.90147E+17,https://twitter.com/novusbio/status/590146520306946048,,,
WCM_MeyerCancer,4/20/2015 9:34,0,1,,,#,5.90146E+17,https://twitter.com/WCM_MeyerCancer/status/590146476875055105,,,
DrMisialek,4/20/2015 9:33,7,3,,@ @,# # #,5.90146E+17,https://twitter.com/DrMisialek/status/590146254111375360,,,
NCIgenomics,4/20/2015 9:33,0,1,,,#,5.90146E+17,https://twitter.com/NCIgenomics/status/590146148289097728,,,
DrGlenWeiss,4/20/2015 9:32,2,2,,@ctca,#,5.90146E+17,https://twitter.com/DrGlenWeiss/status/590146095814172672,,,
InSphero,4/20/2015 9:32,0,0,,@,# #1408 #,5.90146E+17,https://twitter.com/InSphero/status/590146014914420736,,,
WinshipAtEmory,4/20/2015 9:32,2,2,,,# #,5.90146E+17,https://twitter.com/WinshipAtEmory/status/590145973562826752,,,
cancerassassin1,4/20/2015 9:32,0,1,,,# #,5.90146E+17,https://twitter.com/cancerassassin1/status/590145952016654336,,,
EKrolikiewicz,4/20/2015 9:32,0,0,,,# #,5.90146E+17,https://twitter.com/EKrolikiewicz/status/590145926527750144,,,
JnnBerr,4/20/2015 9:31,0,1,,@,#,5.90146E+17,https://twitter.com/JnnBerr/status/590145848618721281,,,
